,Unnamed: 0,drug_1,drug_2,context,label
104,119,36462,46926350,A2058,1
105,120,36462,176870,A2058,1
106,121,36462,5288382,A2058,1
107,122,36462,208908,A2058,1
108,123,36462,24964624,A2058,1
109,124,36462,24958200,A2058,1
110,127,36462,46239015,A2058,1
111,128,36462,9826528,A2058,1
112,129,36462,5329102,A2058,1
113,130,36462,5394,A2058,1
114,131,36462,5311,A2058,1
115,132,5288382,11977753,A2058,1
116,133,5288382,46926350,A2058,1
117,134,5288382,46239015,A2058,1
118,135,5288382,498162,A2058,1
119,136,5288382,104842,A2058,1
120,137,5288382,216239,A2058,1
121,138,5288382,60700,A2058,1
122,140,60749,11977753,A2058,1
123,141,60749,387447,A2058,1
124,142,60749,46926350,A2058,1
125,143,60749,176870,A2058,1
126,144,60749,5288382,A2058,1
127,145,60749,208908,A2058,1
128,146,60749,24964624,A2058,1
129,147,60749,24748204,A2058,1
130,148,60749,11520894,A2058,1
131,150,60749,9826528,A2058,1
132,153,60749,5329102,A2058,1
133,154,60749,5394,A2058,1
134,156,216453,11977753,A2058,1
135,157,216453,387447,A2058,1
136,158,216453,3062316,A2058,1
137,159,216453,46926350,A2058,1
138,160,216453,176870,A2058,1
139,161,216453,36462,A2058,1
140,162,216453,5288382,A2058,1
141,163,216453,60749,A2058,1
142,164,216453,208908,A2058,1
143,165,216453,24964624,A2058,1
144,166,216453,24958200,A2058,1
145,167,216453,24748204,A2058,1
146,169,216453,46239015,A2058,1
147,170,216453,498162,A2058,1
148,171,216453,9826528,A2058,1
149,172,216453,104842,A2058,1
150,173,216453,216239,A2058,1
151,174,216453,5329102,A2058,1
152,175,216453,5394,A2058,1
153,176,216453,60700,A2058,1
154,177,216453,5311497,A2058,1
155,178,216453,5311,A2058,1
156,179,208908,11977753,A2058,1
157,180,208908,387447,A2058,1
158,181,208908,3062316,A2058,1
159,182,208908,46926350,A2058,1
160,183,208908,176870,A2058,1
161,184,208908,5288382,A2058,1
162,186,208908,24958200,A2058,1
163,187,208908,24748204,A2058,1
164,188,208908,11520894,A2058,1
165,189,208908,46239015,A2058,1
166,192,208908,9826528,A2058,1
167,193,208908,104842,A2058,1
168,194,208908,216239,A2058,1
169,195,208908,60700,A2058,1
170,196,4091,11960529,A2058,1
171,199,4091,46926350,A2058,0
172,200,4091,11520894,A2058,1
173,201,4091,46239015,A2058,0
174,202,4091,9826528,A2058,1
175,203,126941,11960529,A2058,0
176,204,126941,24856436,A2058,0
177,205,126941,11977753,A2058,0
178,206,126941,387447,A2058,0
179,207,126941,46926350,A2058,1
180,208,126941,5288382,A2058,0
181,211,126941,208908,A2058,0
182,214,126941,24958200,A2058,0
183,215,126941,24748204,A2058,0
184,216,126941,11520894,A2058,0
185,217,126941,46239015,A2058,0
186,218,126941,9826528,A2058,0
187,219,126941,216239,A2058,0
188,220,126941,5329102,A2058,0
189,221,126941,5394,A2058,0
190,222,126941,5311,A2058,0
191,223,5746,24856436,A2058,1
192,224,5746,11977753,A2058,1
193,225,5746,387447,A2058,1
194,226,5746,3062316,A2058,1
195,227,5746,46926350,A2058,1
196,228,5746,176870,A2058,0
197,229,5746,5288382,A2058,1
198,230,5746,208908,A2058,1
199,231,5746,24964624,A2058,1
200,232,5746,24958200,A2058,1
201,233,5746,24748204,A2058,1
202,234,5746,11520894,A2058,1
203,236,5746,9826528,A2058,1
204,237,5746,216239,A2058,0
205,238,5746,5329102,A2058,1
206,239,5746,5394,A2058,1
207,240,5746,5311,A2058,1
208,241,24964624,11977753,A2058,1
209,242,24964624,387447,A2058,0
210,243,24964624,3062316,A2058,1
211,244,24964624,46926350,A2058,1
212,246,24964624,5288382,A2058,1
213,248,24964624,46239015,A2058,1
214,251,24964624,9826528,A2058,1
215,252,24964624,104842,A2058,1
216,253,24964624,216239,A2058,1
217,254,24964624,60700,A2058,1
218,255,59691338,3385,A2058,1
219,258,59691338,24856436,A2058,0
220,261,59691338,2567,A2058,0
221,264,59691338,46926350,A2058,0
222,265,59691338,176870,A2058,0
223,268,59691338,208908,A2058,0
224,269,59691338,4091,A2058,1
225,270,59691338,126941,A2058,0
226,271,59691338,24964624,A2058,0
227,272,59691338,24958200,A2058,0
228,277,59691338,46239015,A2058,0
229,278,59691338,15953832,A2058,0
230,279,59691338,498162,A2058,0
231,280,59691338,36314,A2058,0
232,281,59691338,9826528,A2058,1
233,282,59691338,104842,A2058,0
234,283,59691338,216239,A2058,1
235,284,59691338,5329102,A2058,1
236,285,59691338,5394,A2058,0
237,286,59691338,60700,A2058,1
238,287,59691338,13342,A2058,0
239,288,59691338,5311497,A2058,0
240,289,59691338,5311,A2058,0
241,290,24958200,11960529,A2058,0
242,291,24958200,11977753,A2058,0
243,292,24958200,46926350,A2058,1
244,293,24958200,176870,A2058,1
245,294,24958200,5288382,A2058,1
246,295,24958200,24964624,A2058,1
247,299,24958200,498162,A2058,1
248,300,24958200,9826528,A2058,0
249,302,24958200,216239,A2058,0
250,303,24958200,60700,A2058,1
251,304,24748204,11977753,A2058,1
252,305,24748204,387447,A2058,0
253,306,24748204,3062316,A2058,1
254,307,24748204,176870,A2058,1
255,308,24748204,24964624,A2058,1
256,309,24748204,24958200,A2058,1
257,310,24748204,11520894,A2058,1
258,311,24748204,46239015,A2058,0
259,312,24748204,498162,A2058,0
260,313,24748204,9826528,A2058,1
261,314,24748204,60700,A2058,1
262,315,11520894,11977753,A2058,1
263,316,11520894,46926350,A2058,1
264,317,11520894,5288382,A2058,1
265,318,11520894,46239015,A2058,1
266,319,11520894,498162,A2058,1
267,320,11520894,104842,A2058,1
268,321,11520894,216239,A2058,1
269,322,15953832,3385,A2058,1
270,323,15953832,11960529,A2058,1
271,324,15953832,387447,A2058,1
272,325,15953832,2567,A2058,1
273,326,15953832,2907,A2058,1
274,327,15953832,3062316,A2058,1
275,328,15953832,5743,A2058,1
276,329,15953832,216453,A2058,1
277,331,15953832,4091,A2058,1
278,332,15953832,24964624,A2058,1
279,333,15953832,24748204,A2058,0
280,334,15953832,11520894,A2058,1
281,337,15953832,216239,A2058,1
282,339,15953832,5394,A2058,1
283,340,498162,46239015,A2058,1
284,341,36314,11960529,A2058,0
285,346,36314,176870,A2058,0
286,349,36314,216453,A2058,1
287,352,36314,24964624,A2058,1
288,353,36314,24958200,A2058,0
289,354,36314,24748204,A2058,1
290,355,36314,46239015,A2058,0
291,356,36314,9826528,A2058,1
292,357,36314,5329102,A2058,1
293,358,36314,5394,A2058,1
294,359,9826528,11977753,A2058,1
295,360,9826528,46926350,A2058,1
296,361,9826528,5288382,A2058,1
297,362,9826528,11520894,A2058,1
298,363,9826528,46239015,A2058,1
299,364,9826528,498162,A2058,1
300,365,9826528,216239,A2058,1
301,366,9826528,60700,A2058,1
302,367,104842,46926350,A2058,1
303,368,104842,46239015,A2058,1
304,369,104842,216239,A2058,1
305,370,216239,46926350,A2058,1
306,371,216239,46239015,A2058,1
307,372,5329102,11960529,A2058,1
308,373,5329102,24856436,A2058,1
309,374,5329102,11977753,A2058,1
310,375,5329102,387447,A2058,1
311,376,5329102,3062316,A2058,1
312,377,5329102,46926350,A2058,1
313,378,5329102,176870,A2058,1
314,379,5329102,5288382,A2058,1
315,380,5329102,208908,A2058,1
316,382,5329102,24958200,A2058,1
317,383,5329102,11520894,A2058,1
318,384,5329102,46239015,A2058,1
319,385,5329102,498162,A2058,1
320,386,5329102,9826528,A2058,1
321,387,5329102,104842,A2058,1
322,388,5329102,216239,A2058,1
323,389,5329102,5394,A2058,1
324,390,5329102,60700,A2058,1
325,391,5394,11960529,A2058,1
326,392,5394,24856436,A2058,1
327,393,5394,11977753,A2058,1
328,394,5394,387447,A2058,1
329,395,5394,3062316,A2058,1
330,396,5394,46926350,A2058,1
331,397,5394,176870,A2058,1
332,398,5394,5288382,A2058,1
333,399,5394,208908,A2058,1
334,400,5394,24964624,A2058,1
335,402,5394,11520894,A2058,1
336,404,5394,9826528,A2058,1
337,405,5394,104842,A2058,1
338,406,5394,216239,A2058,1
339,407,5394,60700,A2058,1
340,408,60700,11977753,A2058,1
341,409,60700,46926350,A2058,1
342,410,60700,46239015,A2058,1
343,411,60700,216239,A2058,1
344,412,13342,11960529,A2058,0
345,413,13342,24856436,A2058,1
346,416,13342,387447,A2058,1
347,417,13342,3062316,A2058,0
348,418,13342,46926350,A2058,0
349,419,13342,176870,A2058,1
350,420,13342,5288382,A2058,1
351,421,13342,216453,A2058,1
352,424,13342,24964624,A2058,0
353,425,13342,24958200,A2058,0
354,428,13342,46239015,A2058,0
355,429,13342,9826528,A2058,0
356,430,13342,216239,A2058,1
357,431,13342,5329102,A2058,1
358,432,13342,5394,A2058,0
359,435,5311497,11960529,A2058,0
360,436,5311497,11977753,A2058,1
361,437,5311497,387447,A2058,0
362,438,5311497,3062316,A2058,0
363,439,5311497,46926350,A2058,1
364,440,5311497,5288382,A2058,1
365,443,5311497,24964624,A2058,0
366,444,5311497,24958200,A2058,0
367,445,5311497,24748204,A2058,0
368,446,5311497,11520894,A2058,0
369,447,5311497,46239015,A2058,0
370,448,5311497,9826528,A2058,0
371,451,5311497,5394,A2058,0
372,454,5311,11960529,A2058,1
373,455,5311,24856436,A2058,1
374,456,5311,11977753,A2058,1
375,457,5311,387447,A2058,1
376,458,5311,3062316,A2058,1
377,459,5311,46926350,A2058,0
378,460,5311,176870,A2058,1
379,461,5311,5288382,A2058,1
380,462,5311,60749,A2058,1
381,463,5311,208908,A2058,1
382,464,5311,24964624,A2058,1
383,465,5311,24958200,A2058,1
384,466,5311,11520894,A2058,1
385,467,5311,46239015,A2058,1
386,468,5311,498162,A2058,1
387,469,5311,9826528,A2058,1
388,470,5311,104842,A2058,1
389,471,5311,216239,A2058,1
390,472,5311,5329102,A2058,1
391,473,5311,5394,A2058,1
392,474,5311,60700,A2058,1
393,475,3385,24856436,A2780,1
394,476,3385,11977753,A2780,1
395,477,3385,387447,A2780,1
396,478,3385,3062316,A2780,1
397,479,3385,46926350,A2780,1
398,480,3385,176870,A2780,1
399,481,3385,5288382,A2780,1
400,482,3385,216453,A2780,1
401,483,3385,208908,A2780,1
402,484,3385,24964624,A2780,1
403,485,3385,24958200,A2780,1
404,486,3385,24748204,A2780,1
405,487,3385,11520894,A2780,1
406,488,3385,46239015,A2780,1
407,489,3385,9826528,A2780,1
408,490,3385,216239,A2780,1
409,491,3385,5329102,A2780,1
410,492,3385,5394,A2780,1
411,493,3385,5311,A2780,1
412,494,11960529,11977753,A2780,1
413,495,11960529,46926350,A2780,1
414,496,11960529,46239015,A2780,1
415,497,11960529,498162,A2780,1
416,498,11960529,104842,A2780,1
417,499,24856436,11977753,A2780,1
418,500,24856436,3062316,A2780,1
419,501,24856436,46926350,A2780,1
420,502,24856436,176870,A2780,1
421,503,24856436,5288382,A2780,1
422,504,24856436,208908,A2780,1
423,505,24856436,24964624,A2780,1
424,506,24856436,24958200,A2780,1
425,507,24856436,24748204,A2780,1
426,508,24856436,11520894,A2780,1
427,509,24856436,46239015,A2780,1
428,510,24856436,498162,A2780,1
429,511,24856436,9826528,A2780,1
430,512,24856436,104842,A2780,1
431,513,24856436,216239,A2780,1
432,514,24856436,60700,A2780,1
433,515,11977753,46926350,A2780,1
434,516,11977753,46239015,A2780,1
435,517,11977753,498162,A2780,1
436,518,11977753,104842,A2780,1
437,519,11977753,216239,A2780,1
438,520,387447,11977753,A2780,1
439,521,387447,3062316,A2780,1
440,522,387447,5288382,A2780,1
441,523,387447,46239015,A2780,1
442,524,387447,498162,A2780,1
443,525,387447,216239,A2780,1
444,526,387447,60700,A2780,1
445,527,2567,11960529,A2780,1
446,528,2567,24856436,A2780,1
447,529,2567,11977753,A2780,1
448,530,2567,387447,A2780,1
449,531,2567,3062316,A2780,1
450,532,2567,46926350,A2780,1
451,533,2567,176870,A2780,1
452,534,2567,5288382,A2780,1
453,535,2567,216453,A2780,1
454,536,2567,208908,A2780,1
455,537,2567,24964624,A2780,1
456,538,2567,24958200,A2780,1
457,539,2567,24748204,A2780,1
458,540,2567,11520894,A2780,1
459,541,2567,46239015,A2780,1
460,542,2567,9826528,A2780,1
461,543,2567,5329102,A2780,1
462,544,2567,5394,A2780,1
463,545,2567,5311,A2780,1
464,546,2907,11960529,A2780,1
465,547,2907,3062316,A2780,1
466,548,2907,5394,A2780,1
467,549,3062316,11960529,A2780,1
468,550,3062316,11977753,A2780,1
469,551,3062316,46926350,A2780,1
470,552,3062316,5288382,A2780,1
471,553,3062316,11520894,A2780,1
472,554,3062316,46239015,A2780,1
473,555,3062316,498162,A2780,1
474,556,3062316,104842,A2780,1
475,557,3062316,216239,A2780,1
476,558,3062316,60700,A2780,1
477,559,5743,11960529,A2780,1
478,560,5743,3062316,A2780,1
479,561,5743,5394,A2780,1
480,562,46926350,46239015,A2780,1
481,563,31703,11960529,A2780,1
482,564,31703,24856436,A2780,1
483,565,31703,11977753,A2780,1
484,566,31703,387447,A2780,1
485,567,31703,3062316,A2780,1
486,568,31703,46926350,A2780,1
487,569,31703,176870,A2780,1
488,570,31703,5288382,A2780,1
489,571,31703,208908,A2780,1
490,572,31703,24964624,A2780,1
491,573,31703,24958200,A2780,1
492,574,31703,24748204,A2780,1
493,575,31703,11520894,A2780,1
494,576,31703,9826528,A2780,1
495,577,31703,216239,A2780,1
496,578,31703,5329102,A2780,1
497,579,31703,5394,A2780,1
498,580,31703,5311,A2780,1
499,581,176870,11960529,A2780,1
500,582,176870,11977753,A2780,1
501,583,176870,387447,A2780,1
502,584,176870,3062316,A2780,1
503,585,176870,46926350,A2780,1
504,586,176870,5288382,A2780,1
505,587,176870,11520894,A2780,1
506,588,176870,46239015,A2780,1
507,589,176870,498162,A2780,1
508,590,176870,9826528,A2780,1
509,591,176870,104842,A2780,1
510,592,176870,216239,A2780,1
511,593,176870,60700,A2780,1
512,594,36462,11960529,A2780,1
513,595,36462,24856436,A2780,1
514,596,36462,11977753,A2780,1
515,597,36462,387447,A2780,1
516,598,36462,3062316,A2780,1
517,599,36462,46926350,A2780,1
518,600,36462,176870,A2780,1
519,601,36462,5288382,A2780,1
520,602,36462,208908,A2780,1
521,603,36462,24964624,A2780,1
522,604,36462,24958200,A2780,1
523,605,36462,24748204,A2780,1
524,606,36462,11520894,A2780,1
525,607,36462,46239015,A2780,1
526,608,36462,9826528,A2780,1
527,609,36462,216239,A2780,1
528,610,36462,5329102,A2780,1
529,611,36462,5394,A2780,1
530,612,36462,5311,A2780,1
531,613,5288382,11977753,A2780,1
532,614,5288382,46239015,A2780,1
533,615,5288382,498162,A2780,1
534,616,5288382,104842,A2780,1
535,617,5288382,216239,A2780,1
536,618,5288382,60700,A2780,1
537,619,60749,24856436,A2780,1
538,620,60749,387447,A2780,1
539,621,60749,3062316,A2780,1
540,622,60749,176870,A2780,1
541,623,60749,11520894,A2780,1
542,624,60749,46239015,A2780,1
543,625,60749,5394,A2780,1
544,626,216453,24856436,A2780,1
545,627,216453,11977753,A2780,1
546,628,216453,387447,A2780,1
547,629,216453,3062316,A2780,1
548,630,216453,46926350,A2780,1
549,631,216453,176870,A2780,1
550,632,216453,5288382,A2780,1
551,633,216453,208908,A2780,1
552,634,216453,24964624,A2780,1
553,635,216453,24958200,A2780,1
554,636,216453,24748204,A2780,1
555,637,216453,46239015,A2780,1
556,638,216453,498162,A2780,1
557,639,216453,9826528,A2780,1
558,640,216453,104842,A2780,1
559,641,216453,216239,A2780,1
560,642,216453,5329102,A2780,1
561,643,216453,5394,A2780,1
562,644,216453,60700,A2780,1
563,645,216453,5311497,A2780,1
564,646,216453,5311,A2780,1
565,647,208908,11960529,A2780,1
566,648,208908,11977753,A2780,1
567,649,208908,387447,A2780,1
568,650,208908,3062316,A2780,1
569,651,208908,46926350,A2780,1
570,652,208908,176870,A2780,1
571,653,208908,5288382,A2780,1
572,654,208908,24964624,A2780,1
573,655,208908,24958200,A2780,1
574,656,208908,24748204,A2780,1
575,657,208908,11520894,A2780,1
576,658,208908,46239015,A2780,1
577,659,208908,498162,A2780,1
578,660,208908,9826528,A2780,1
579,661,208908,104842,A2780,1
580,662,208908,216239,A2780,1
581,663,208908,60700,A2780,1
582,664,4091,11960529,A2780,0
583,665,4091,3062316,A2780,1
584,666,4091,5394,A2780,1
585,667,126941,24856436,A2780,1
586,668,126941,3062316,A2780,1
587,669,126941,5288382,A2780,0
588,670,126941,24964624,A2780,1
589,671,126941,24748204,A2780,1
590,672,126941,11520894,A2780,0
591,673,126941,46239015,A2780,1
592,674,126941,9826528,A2780,0
593,675,126941,5394,A2780,1
594,676,126941,5311,A2780,0
595,677,5746,11960529,A2780,1
596,678,5746,24856436,A2780,1
597,679,5746,11977753,A2780,1
598,680,5746,387447,A2780,1
599,681,5746,3062316,A2780,1
600,682,5746,46926350,A2780,1
601,683,5746,176870,A2780,0
602,684,5746,5288382,A2780,1
603,685,5746,208908,A2780,1
604,686,5746,24964624,A2780,1
605,687,5746,24958200,A2780,1
606,688,5746,24748204,A2780,1
607,689,5746,11520894,A2780,1
608,690,5746,46239015,A2780,1
609,691,5746,9826528,A2780,1
610,692,5746,216239,A2780,0
611,693,5746,5329102,A2780,1
612,694,5746,5394,A2780,1
613,695,5746,5311,A2780,1
614,696,24964624,11960529,A2780,1
615,697,24964624,11977753,A2780,1
616,698,24964624,387447,A2780,1
617,699,24964624,3062316,A2780,1
618,700,24964624,46926350,A2780,1
619,701,24964624,176870,A2780,1
620,702,24964624,5288382,A2780,1
621,703,24964624,11520894,A2780,1
622,704,24964624,46239015,A2780,1
623,705,24964624,498162,A2780,1
624,706,24964624,9826528,A2780,1
625,707,24964624,104842,A2780,1
626,708,24964624,216239,A2780,1
627,709,24964624,60700,A2780,1
628,710,59691338,3385,A2780,1
629,711,59691338,11960529,A2780,1
630,712,59691338,11977753,A2780,1
631,713,59691338,2567,A2780,1
632,714,59691338,3062316,A2780,1
633,715,59691338,46926350,A2780,1
634,716,59691338,31703,A2780,1
635,717,59691338,176870,A2780,1
636,718,59691338,5288382,A2780,1
637,719,59691338,216453,A2780,1
638,720,59691338,208908,A2780,1
639,721,59691338,4091,A2780,1
640,722,59691338,126941,A2780,1
641,723,59691338,24964624,A2780,1
642,724,59691338,24958200,A2780,1
643,725,59691338,11520894,A2780,1
644,726,59691338,46239015,A2780,1
645,727,59691338,15953832,A2780,1
646,728,59691338,498162,A2780,1
647,729,59691338,9826528,A2780,1
648,730,59691338,216239,A2780,1
649,731,59691338,5329102,A2780,1
650,734,59691338,60700,A2780,1
651,735,59691338,5311497,A2780,1
652,736,59691338,5311,A2780,1
653,737,24958200,11960529,A2780,0
654,738,24958200,11977753,A2780,1
655,739,24958200,387447,A2780,1
656,740,24958200,3062316,A2780,1
657,741,24958200,46926350,A2780,1
658,742,24958200,176870,A2780,1
659,743,24958200,5288382,A2780,1
660,744,24958200,24964624,A2780,1
661,745,24958200,11520894,A2780,1
662,746,24958200,46239015,A2780,1
663,747,24958200,498162,A2780,1
664,748,24958200,9826528,A2780,1
665,749,24958200,104842,A2780,1
666,750,24958200,216239,A2780,1
667,751,24958200,60700,A2780,1
668,752,24748204,11960529,A2780,1
669,753,24748204,11977753,A2780,1
670,754,24748204,387447,A2780,1
671,755,24748204,3062316,A2780,1
672,756,24748204,176870,A2780,1
673,757,24748204,5288382,A2780,1
674,758,24748204,24964624,A2780,1
675,759,24748204,24958200,A2780,1
676,760,24748204,11520894,A2780,1
677,761,24748204,46239015,A2780,1
678,762,24748204,498162,A2780,1
679,763,24748204,9826528,A2780,1
680,764,24748204,104842,A2780,1
681,765,24748204,216239,A2780,1
682,766,24748204,60700,A2780,1
683,767,11520894,46926350,A2780,1
684,768,11520894,46239015,A2780,1
685,769,11520894,498162,A2780,1
686,770,11520894,104842,A2780,1
687,771,11520894,216239,A2780,1
688,772,11520894,60700,A2780,1
689,773,15953832,3385,A2780,1
690,774,15953832,11960529,A2780,1
691,775,15953832,24856436,A2780,1
692,776,15953832,11977753,A2780,1
693,777,15953832,387447,A2780,1
694,778,15953832,2567,A2780,1
695,779,15953832,3062316,A2780,1
696,780,15953832,46926350,A2780,1
697,781,15953832,31703,A2780,1
698,782,15953832,176870,A2780,1
699,783,15953832,36462,A2780,1
700,784,15953832,5288382,A2780,1
701,785,15953832,216453,A2780,1
702,786,15953832,208908,A2780,1
703,787,15953832,5746,A2780,1
704,788,15953832,24964624,A2780,1
705,789,15953832,24958200,A2780,1
706,790,15953832,24748204,A2780,1
707,791,15953832,11520894,A2780,1
708,792,15953832,46239015,A2780,1
709,793,15953832,498162,A2780,1
710,794,15953832,36314,A2780,1
711,795,15953832,9826528,A2780,1
712,796,15953832,104842,A2780,1
713,797,15953832,216239,A2780,1
714,798,15953832,5329102,A2780,1
715,799,15953832,5394,A2780,1
716,800,15953832,60700,A2780,1
717,801,15953832,13342,A2780,1
718,802,15953832,5311497,A2780,1
719,803,15953832,5311,A2780,1
720,804,498162,46926350,A2780,1
721,805,498162,46239015,A2780,1
722,806,498162,216239,A2780,1
723,807,36314,24856436,A2780,1
724,808,36314,11977753,A2780,1
725,809,36314,387447,A2780,1
726,810,36314,3062316,A2780,1
727,811,36314,46926350,A2780,1
728,812,36314,176870,A2780,1
729,813,36314,5288382,A2780,1
730,814,36314,216453,A2780,1
731,815,36314,208908,A2780,1
732,816,36314,24964624,A2780,1
733,817,36314,24958200,A2780,1
734,818,36314,24748204,A2780,1
735,819,36314,11520894,A2780,1
736,820,36314,46239015,A2780,1
737,821,36314,9826528,A2780,1
738,822,36314,216239,A2780,1
739,823,36314,5329102,A2780,1
740,826,36314,5311,A2780,1
741,827,9826528,11960529,A2780,1
742,828,9826528,11977753,A2780,1
743,829,9826528,387447,A2780,1
744,830,9826528,3062316,A2780,1
745,831,9826528,46926350,A2780,1
746,832,9826528,5288382,A2780,1
747,833,9826528,11520894,A2780,1
748,834,9826528,46239015,A2780,1
749,835,9826528,498162,A2780,1
750,836,9826528,104842,A2780,1
751,837,9826528,216239,A2780,1
752,838,9826528,60700,A2780,1
753,839,104842,216239,A2780,1
754,840,216239,46239015,A2780,1
755,841,5329102,11960529,A2780,1
756,842,5329102,24856436,A2780,1
757,843,5329102,11977753,A2780,1
758,844,5329102,387447,A2780,1
759,845,5329102,3062316,A2780,1
760,846,5329102,46926350,A2780,1
761,847,5329102,176870,A2780,1
762,848,5329102,5288382,A2780,1
763,849,5329102,208908,A2780,1
764,850,5329102,24964624,A2780,1
765,851,5329102,24958200,A2780,1
766,852,5329102,24748204,A2780,1
767,853,5329102,11520894,A2780,1
768,854,5329102,46239015,A2780,1
769,855,5329102,498162,A2780,1
770,856,5329102,9826528,A2780,1
771,857,5329102,104842,A2780,1
772,858,5329102,216239,A2780,1
773,859,5329102,5394,A2780,1
774,860,5329102,60700,A2780,1
775,861,5394,11960529,A2780,1
776,862,5394,24856436,A2780,1
777,863,5394,11977753,A2780,1
778,864,5394,3062316,A2780,1
779,865,5394,46926350,A2780,1
780,866,5394,176870,A2780,1
781,869,5394,208908,A2780,1
782,870,5394,24964624,A2780,1
783,871,5394,24958200,A2780,1
784,872,5394,24748204,A2780,1
785,873,5394,46239015,A2780,1
786,874,5394,498162,A2780,1
787,875,5394,9826528,A2780,1
788,878,5394,216239,A2780,1
789,879,5394,60700,A2780,1
790,880,60700,11977753,A2780,1
791,881,60700,46926350,A2780,1
792,882,60700,216239,A2780,1
793,883,13342,11960529,A2780,0
794,884,13342,24856436,A2780,1
795,885,13342,11977753,A2780,1
796,886,13342,3062316,A2780,1
797,887,13342,46926350,A2780,1
798,888,13342,176870,A2780,1
799,889,13342,5288382,A2780,1
800,890,13342,216453,A2780,1
801,891,13342,208908,A2780,1
802,892,13342,24964624,A2780,1
803,893,13342,24958200,A2780,1
804,894,13342,24748204,A2780,1
805,895,13342,11520894,A2780,1
806,896,13342,9826528,A2780,1
807,897,13342,216239,A2780,1
808,898,13342,5329102,A2780,1
809,899,13342,5394,A2780,0
810,900,13342,5311,A2780,1
811,901,5311497,11960529,A2780,1
812,902,5311497,24856436,A2780,1
813,903,5311497,11977753,A2780,1
814,904,5311497,387447,A2780,1
815,905,5311497,3062316,A2780,1
816,906,5311497,176870,A2780,1
817,907,5311497,5288382,A2780,1
818,908,5311497,208908,A2780,1
819,909,5311497,24964624,A2780,1
